HG00096 -0.012329600000000001 -0.0345039 -6.95765e-06 0.00598516 0.010643099999999999 -0.00628677 -0.00392302 0.00865651 0.00228545 -0.00519363 -0.0018672 -0.00522802 0.00338997 0.0021526 0.00749569 -0.0025106 -0.00236985 -0.00264564 0.00128527 -0.0027362
HG00097 -0.015131200000000001 -0.0253127 -0.00311185 -0.0115675 -0.0320617 0.00912012 0.00460076 -0.016442500000000002 -0.00211841 -0.00019201 -0.00550727 -0.0059708 0.00352308 0.00916565 0.00426962 -0.00543446 0.00654058 0.00473929 -0.00574121 0.00649972
HG00099 -0.00992681 -0.0166403 -0.00329739 0.0116252 0.0192146 -0.0181623 -0.00354427 -0.00565993 0.00622101 0.00863135 0.014669399999999999 0.0109485 -0.007206399999999999 -0.010264299999999999 -0.011243099999999999 0.00406114 -0.00295544 0.0062155000000000005 0.00355976 -0.00214402
HG00100 -0.0104632 -0.0310393 0.010346 0.022113900000000002 0.0103816 -0.00339501 -0.00645248 0.016768900000000003 -0.00739495 -0.0161799 -0.00356403 0.000765774 -0.00480177 -0.000347246 0.00199556 -0.00429656 0.00534666 0.00296828 -0.00769323 -0.00659549
HG00101 -0.00870819 -0.0259781 0.00918244 0.013710900000000002 0.00894153 -0.013937999999999999 -0.00644598 0.00375385 -0.00484827 -0.00328886 0.00260442 0.00987462 -0.00900589 -0.0107021 -0.011148700000000001 0.00971113 0.0143651 0.00533235 -0.0044364 -0.00860319
HG00102 -0.00937837 -0.0217789 0.00668264 0.017623 0.019761900000000002 -0.00578928 -0.00438018 0.0120231 0.00718769 -0.00880653 -0.00135914 -0.00623889 0.00104858 0.00420704 0.00326488 0.00270813 -0.000661385 0.00147494 -0.00407938 -0.00694484
HG00103 -0.0120699 -0.0325116 0.00247194 0.00832611 0.000604706 0.00139248 -0.00189438 0.00856305 -4.09725e-05 -0.00990748 -0.00502841 -0.00863545 0.00166734 0.00692071 0.00828959 -0.00376145 0.0008108639999999999 0.00222625 -0.00341861 -0.00268968
HG00104 -0.012376700000000001 -0.019061500000000002 0.0130121 0.0187476 -0.00553254 -0.00186131 -0.00504159 0.00597534 -0.023878 -0.00466087 0.00340884 0.0255893 -0.015613399999999998 -0.020199599999999998 -0.0196197 0.00397312 0.0134643 0.00668269 0.00442522 -0.00146423
HG00105 -0.013082900000000001 -0.028162400000000004 0.00118365 0.0090361 0.013540799999999999 -0.00529276 -0.00339387 0.011349600000000001 0.00612221 -0.00353126 -9.27649e-05 -0.00658231 0.00426512 0.00301372 0.0115304 -0.00707243 -0.00526767 -0.00135351 0.000536969 -0.00795501
HG00106 -0.011372700000000001 -0.030095099999999996 -0.000748592 0.000797959 0.0036885999999999998 -0.0143876 -0.00411496 -0.0023174 0.00273369 0.00631192 0.00530097 0.0023905999999999997 -0.00254371 -0.00820944 -0.00287859 0.00296894 0.00403307 0.000411467 -0.000283392 -0.00920499
HG00107 -0.010055799999999998 -0.031276599999999995 0.00459235 0.0117881 0.009141400000000001 -0.00900399 -0.00450869 0.00772854 -0.0041728 -0.00475097 0.00397744 0.00512865 -0.00397838 -0.00660748 -0.00372907 0.00152165 0.000891228 0.00151809 0.000390486 -0.00429453
HG00108 -0.0115646 -0.0111308 0.0134904 0.023918599999999998 0.00386743 0.000414199 -0.00504712 0.013583700000000002 -0.00742864 -0.00941916 0.00149591 0.010167200000000001 0.000737563 -0.00311386 -0.000630666 -0.00359497 -0.00376448 -0.00635805 -0.00599528 -0.00680465
HG00109 -0.0107298 -0.0230464 0.00044566 0.014330200000000001 -0.00442608 0.0121215 -0.00278286 0.0158169 0.00131492 -0.017102000000000003 -0.0130358 -0.0149446 -0.00211102 0.0116126 0.0103559 -0.00761616 -0.00441043 0.00733353 -0.0172791 -0.00195357
HG00110 -0.0168431 -0.014162600000000001 0.00707437 0.0129349 -0.0113262 0.0111389 4.4106999999999996e-05 0.00484617 -0.00869482 -0.0076538 -0.00358411 0.00112528 -0.00302543 0.00105108 0.00367172 -0.00834939 -0.000335079 0.00260299 -0.00484934 0.000521031
HG00111 -0.00855575 -0.0282589 -0.00629166 -0.00483664 0.016965 -0.0192317 -0.00391582 -0.00333853 0.0110748 0.0100784 0.0106976 0.00452628 -0.00394383 -0.0099266 -0.00871084 0.00609207 0.00045378 0.0089848 0.009770399999999999 0.000339037
HG00112 -0.0129459 -0.028545599999999997 -0.0123636 -0.00930915 0.0116799 -0.0214641 -0.00357012 0.00484347 0.00161438 0.00223893 0.00285283 0.00218355 -0.00449127 -0.00814028 -0.00193696 -0.00141071 -0.0046163 0.00587852 0.00155744 -0.00176669
HG00113 -0.00791856 -0.0182333 0.00235388 -0.00283161 -0.00637934 0.00483834 0.00127268 0.00689748 -0.00147916 0.00378273 0.0060182 0.0219723 0.00203028 -0.00328558 0.00231535 -0.007461700000000001 -0.00220886 -0.011331299999999999 -0.00805766 -0.0114257
HG00114 -0.0112926 -0.0315581 0.00203893 0.00382483 -0.0167517 0.004164 -0.00107382 0.0010957 -0.0104632 -0.011315500000000001 -0.00638751 -0.000795205 -0.0006897930000000001 0.00343421 0.0026411 -0.00652003 0.00557231 0.00394332 -0.00524635 0.00185242
HG00115 -0.00901489 -0.00427649 0.0060743 0.026007799999999998 0.026888599999999995 -0.00914849 -0.00424723 0.00859038 0.0105016 -0.00275379 0.00688884 -0.00255108 0.000856265 0.00322775 0.00114726 0.000528366 -0.00975208 -0.00360492 -0.0055646 -0.00795948
HG00116 -0.00682386 -0.026485599999999998 0.00966729 0.014485499999999998 -0.0013435 -0.0102617 -0.00464026 -0.00212103 -0.013671200000000001 -0.00350958 0.0037652000000000002 0.014496200000000002 -0.013944 -0.0168635 -0.015090600000000001 0.00925411 0.0174476 0.00572353 -0.00523663 -0.0100434
HG00117 -0.00809136 -0.025402900000000003 0.00392317 0.00472122 0.012422200000000001 -0.00805766 -0.00168283 0.00329816 -0.000804606 0.005980699999999999 0.00143219 0.00487972 -0.00235674 -0.00869563 -0.00595006 0.00856342 0.00253614 -0.00233254 0.0116618 -0.00404149
HG00118 -0.00956466 -0.019078499999999998 0.0119962 0.0139541 -0.00455258 -0.000231205 -0.00191006 0.00188873 -0.0178078 2.81808e-05 0.00195255 0.0163566 -0.012676399999999999 -0.0179149 -0.0166459 0.00739703 0.0144815 0.00434571 0.00463556 -0.00497946
HG00119 -0.00951603 -0.0194559 -0.0098679 -0.012627 0.00270011 -0.00765699 -0.000315556 -0.00327153 0.0110275 -0.0032789 0.00241141 -0.0149954 -0.00238039 -0.00109939 0.013541399999999999 -0.00488002 0.015576 0.015943600000000002 -0.00367254 -0.00731932
HG00120 -0.00994856 -0.0346568 0.00246479 0.00831548 0.012509600000000001 -0.015110399999999998 -0.00420346 0.00260455 0.0021078000000000004 -0.00104334 0.00314223 0.00183559 -0.00355121 -0.00665398 -0.00114108 0.00769641 0.00475219 -0.00233267 -0.00160861 -0.010292299999999999
HG00121 -0.010602799999999999 -0.0420158 -0.0082363 -0.00282224 0.027461700000000002 -0.0223773 -0.00507516 0.00536267 0.0226361 0.0034374 0.00375341 -0.011041500000000001 0.00490219 0.00309196 0.00945104 0.00166939 -0.00226171 0.00301742 0.00192464 -0.00643023
HG00122 -0.0132157 -0.00842814 0.00112123 0.000136402 -0.00722655 0.000542917 0.00169781 -0.00491477 0.00156358 0.00277443 0.00146684 0.0008250960000000001 0.00309672 0.00330812 0.00252678 -0.00497929 -0.00125645 -0.00589387 -0.00280148 0.000558464
